0x00000000,0x0000
0x00002CAF,0x2CAF
0x00002CB0,0x2CB0
0x00002CB1,0x2CB1
0x00002CB2,0x2CB2
0x00002CB3,0x2CB3
0x00002CB4,0x2CB4
0x00002CB5,0x2CB5
0x00002CB6,0x2CB6
0x00002CB7,0x2CB7
0x00002CB8,0x2CB8
0x00002CB9,0x2CB9
0x00002CBA,0x2CBA
0x00002CBB,0x2CBB
0x00002CBC,0x2CBC
0x00002CBD,0x2CBD
0x00002CBE,0x2CBE
0x00002CBF,0x2CBF
0x00002CC0,0x2CC0
0x00002CC1,0x2CC1
0x00002CC2,0x2CC2
0x00002CC3,0x2CC3
0x00002CC4,0x2CC4
0x00002CC5,0x2CC5
0x00002CC6,0x2CC6
0x00002CC7,0x2CC7
0x00002CC8,0x2CC8
0x00002CC9,0x2CC9 utility
0x00002CCA,0x2CCA objects\characters\masterchief\mp_masterchief\armor\vortex
0x00002CCB,0x2CCB objects\characters\masterchief\mp_masterchief\armor\vortex
0x00002CCC,0x2CCC
0x00002CCD,0x2CCD
0x00002CCE,0x2CCE
0x00002CCF,0x2CCF
0x00002CD0,0x2CD0
0x00002CD1,0x2CD1
0x00002CD2,0x2CD2
0x00002CD3,0x2CD3
0x00002CD4,0x2CD4
0x00002CD5,0x2CD5
0x00002CD6,0x2CD6
0x00002CD7,0x2CD7
0x00002CD8,0x2CD8
0x00002CD9,0x2CD9
0x00002CDA,0x2CDA
0x00002CDB,0x2CDB
0x00002CDC,0x2CDC
0x00002CDD,0x2CDD objects\characters\masterchief\mp_masterchief\armor\warrior
0x00002CDE,0x2CDE warrior
0x00002CDF,0x2CDF objects\characters\masterchief\mp_masterchief\armor\warrior
0x00002CE0,0x2CE0
0x00002CE1,0x2CE1
0x00002CE2,0x2CE2
0x00002CE3,0x2CE3
0x00002CE4,0x2CE4
0x00002CE5,0x2CE5
0x00002CE6,0x2CE6
0x00002CE7,0x2CE7
0x00002CE8,0x2CE8
0x00002CE9,0x2CE9
0x00002CEA,0x2CEA
0x00002CEB,0x2CEB
0x00002CEC,0x2CEC
0x00002CED,0x2CED
0x00002CEE,0x2CEE
0x00002CEF,0x2CEF
0x00002CF0,0x2CF0
0x00002CF1,0x2CF1
0x00002CF2,0x2CF2
0x00002CF3,0x2CF3
0x00002CF4,0x2CF4
0x00002CF5,0x2CF5 warrior
0x00002CF6,0x2CF6 objects\characters\masterchief\mp_masterchief\armor\wasp
0x00002CF7,0x2CF7 wasp
0x00002CF8,0x2CF8 objects\characters\masterchief\mp_masterchief\armor\wasp
0x00002CF9,0x2CF9
0x00002CFA,0x2CFA
0x00002CFB,0x2CFB
0x00002CFC,0x2CFC
0x00002CFD,0x2CFD
0x00002CFE,0x2CFE
0x00002CFF,0x2CFF
0x00002D00,0x2D00
0x00002D01,0x2D01
0x00002D02,0x2D02
0x00002D03,0x2D03
0x00002D04,0x2D04
0x00002D05,0x2D05
0x00002D06,0x2D06
0x00002D07,0x2D07
0x00002D08,0x2D08
0x00002D09,0x2D09
0x00002D0A,0x2D0A
0x00002D0B,0x2D0B
0x00002D0C,0x2D0C
0x00002D0D,0x2D0D
0x00002D0E,0x2D0E wasp
0x00002D0F,0x2D0F objects\characters\masterchief\mp_masterchief\armor\widow_maker
0x00002D10,0x2D10 widow_maker
0x00002D11,0x2D11 objects\characters\masterchief\mp_masterchief\armor\widow_maker
0x00002D12,0x2D12
0x00002D13,0x2D13
0x00002D14,0x2D14
0x00002D15,0x2D15
0x00002D16,0x2D16
0x00002D17,0x2D17
0x00002D18,0x2D18
0x00002D19,0x2D19
0x00002D1A,0x2D1A
0x00002D1B,0x2D1B
0x00002D1C,0x2D1C
0x00002D1D,0x2D1D
0x00002D1E,0x2D1E
0x00002D1F,0x2D1F
0x00002D20,0x2D20
0x00002D21,0x2D21
0x00002D22,0x2D22
0x00002D23,0x2D23
0x00002D24,0x2D24
0x00002D25,0x2D25
0x00002D26,0x2D26
0x00002D27,0x2D27
0x00002D28,0x2D28
0x00002D29,0x2D29
0x00002D2A,0x2D2A
0x00002D2B,0x2D2B
0x00002D2C,0x2D2C
0x00002D2D,0x2D2D widow_maker
0x00002D2E,0x2D2E objects\characters\masterchief\mp_masterchief\armor\air_assault
0x00002D2F,0x2D2F objects\characters\masterchief\mp_masterchief\armor\air_assault
0x00002D30,0x2D30 objects\characters\masterchief\mp_masterchief\armor\ballista
0x00002D31,0x2D31 objects\characters\masterchief\mp_masterchief\armor\ballista
0x00002D32,0x2D32 objects\characters\masterchief\mp_masterchief\armor\blaster
0x00002D33,0x2D33 objects\characters\masterchief\mp_masterchief\armor\blaster
0x00002D34,0x2D34
0x00002D35,0x2D35 objects\characters\masterchief\mp_masterchief\armor\boxhead
0x00002D36,0x2D36 objects\characters\masterchief\mp_masterchief\armor\boxhead
0x00002D37,0x2D37
0x00002D38,0x2D38 objects\characters\masterchief\mp_masterchief\armor\bushido
0x00002D39,0x2D39 objects\characters\masterchief\mp_masterchief\armor\bushido
0x00002D3A,0x2D3A objects\characters\masterchief\mp_masterchief\armor\buzzsaw
0x00002D3B,0x2D3B objects\characters\masterchief\mp_masterchief\armor\buzzsaw
0x00002D3C,0x2D3C objects\characters\masterchief\mp_masterchief\armor\cain
0x00002D3D,0x2D3D objects\characters\masterchief\mp_masterchief\armor\cain
0x00002D3E,0x2D3E objects\characters\masterchief\mp_masterchief\armor\chameleon
0x00002D3F,0x2D3F objects\characters\masterchief\mp_masterchief\armor\chameleon
0x00002D40,0x2D40 objects\characters\masterchief\mp_masterchief\armor\cyclops
0x00002D41,0x2D41 objects\characters\masterchief\mp_masterchief\armor\cyclops
0x00002D42,0x2D42 objects\characters\masterchief\mp_masterchief\armor\defender
0x00002D43,0x2D43 objects\characters\masterchief\mp_masterchief\armor\defender
0x00002D44,0x2D44 objects\characters\masterchief\mp_masterchief\armor\demo
0x00002D45,0x2D45 objects\characters\masterchief\mp_masterchief\armor\demo
0x00002D46,0x2D46
0x00002D47,0x2D47
0x00002D48,0x2D48 objects\characters\masterchief\mp_masterchief\armor\diablo
0x00002D49,0x2D49 objects\characters\masterchief\mp_masterchief\armor\diablo
0x00002D4A,0x2D4A objects\characters\masterchief\mp_masterchief\armor\dutch
0x00002D4B,0x2D4B objects\characters\masterchief\mp_masterchief\armor\dutch
0x00002D4C,0x2D4C objects\characters\masterchief\mp_masterchief\armor\dynamo
0x00002D4D,0x2D4D objects\characters\masterchief\mp_masterchief\armor\dynamo
0x00002D4E,0x2D4E objects\characters\masterchief\mp_masterchief\armor\enigma
0x00002D4F,0x2D4F objects\characters\masterchief\mp_masterchief\armor\enigma
0x00002D50,0x2D50 objects\characters\masterchief\mp_masterchief\armor\eod
0x00002D51,0x2D51 objects\characters\masterchief\mp_masterchief\armor\eod
0x00002D52,0x2D52 objects\characters\masterchief\mp_masterchief\armor\eva
0x00002D53,0x2D53 objects\characters\masterchief\mp_masterchief\armor\eva
0x00002D54,0x2D54 objects\characters\masterchief\mp_masterchief\armor\excavator
0x00002D55,0x2D55 objects\characters\masterchief\mp_masterchief\armor\excavator
0x00002D56,0x2D56 objects\characters\masterchief\mp_masterchief\armor\explorer
0x00002D57,0x2D57 objects\characters\masterchief\mp_masterchief\armor\explorer
0x00002D58,0x2D58 objects\characters\masterchief\mp_masterchief\armor\extractor
0x00002D59,0x2D59 objects\characters\masterchief\mp_masterchief\armor\extractor
0x00002D5A,0x2D5A objects\characters\masterchief\mp_masterchief\armor\gargoyle
0x00002D5B,0x2D5B objects\characters\masterchief\mp_masterchief\armor\gargoyle
0x00002D5C,0x2D5C objects\characters\masterchief\mp_masterchief\armor\ghoul
0x00002D5D,0x2D5D objects\characters\masterchief\mp_masterchief\armor\ghoul
0x00002D5E,0x2D5E objects\characters\masterchief\mp_masterchief\armor\gladiator
0x00002D5F,0x2D5F objects\characters\masterchief\mp_masterchief\armor\gladiator
0x00002D60,0x2D60 objects\characters\masterchief\mp_masterchief\armor\goku
0x00002D61,0x2D61 objects\characters\masterchief\mp_masterchief\armor\goku
0x00002D62,0x2D62 objects\characters\masterchief\mp_masterchief\armor\guardian
0x00002D63,0x2D63 objects\characters\masterchief\mp_masterchief\armor\guardian
0x00002D64,0x2D64 objects\characters\masterchief\mp_masterchief\armor\gungnir
0x00002D65,0x2D65 objects\characters\masterchief\mp_masterchief\armor\gungnir
0x00002D66,0x2D66 objects\characters\masterchief\mp_masterchief\armor\halberd
0x00002D67,0x2D67 objects\characters\masterchief\mp_masterchief\armor\halberd
0x00002D68,0x2D68 objects\characters\masterchief\mp_masterchief\armor\hammerhead
0x00002D69,0x2D69 objects\characters\masterchief\mp_masterchief\armor\hammerhead
0x00002D6A,0x2D6A objects\characters\masterchief\mp_masterchief\armor\hellcat
0x00002D6B,0x2D6B objects\characters\masterchief\mp_masterchief\armor\hellcat
0x00002D6C,0x2D6C objects\characters\masterchief\mp_masterchief\armor\hoplite
0x00002D6D,0x2D6D objects\characters\masterchief\mp_masterchief\armor\hoplite
0x00002D6E,0x2D6E objects\characters\masterchief\mp_masterchief\armor\iron
0x00002D6F,0x2D6F objects\characters\masterchief\mp_masterchief\armor\iron
0x00002D70,0x2D70 objects\characters\masterchief\mp_masterchief\armor\jawbone
0x00002D71,0x2D71 objects\characters\masterchief\mp_masterchief\armor\jawbone
0x00002D72,0x2D72 objects\characters\masterchief\mp_masterchief\armor\juggernaut
0x00002D73,0x2D73 objects\characters\masterchief\mp_masterchief\armor\juggernaut
0x00002D74,0x2D74 objects\characters\masterchief\mp_masterchief\armor\knight
0x00002D75,0x2D75 objects\characters\masterchief\mp_masterchief\armor\knight
0x00002D76,0x2D76 objects\characters\masterchief\mp_masterchief\armor\lancer
0x00002D77,0x2D77 objects\characters\masterchief\mp_masterchief\armor\lancer
0x00002D78,0x2D78 objects\characters\masterchief\mp_masterchief\armor\lotus
0x00002D79,0x2D79 objects\characters\masterchief\mp_masterchief\armor\lotus
0x00002D7A,0x2D7A objects\characters\masterchief\mp_masterchief\armor\mac
0x00002D7B,0x2D7B objects\characters\masterchief\mp_masterchief\armor\mac
0x00002D7C,0x2D7C
0x00002D7D,0x2D7D
0x00002D7E,0x2D7E objects\characters\masterchief\mp_masterchief\armor\major
0x00002D7F,0x2D7F objects\characters\masterchief\mp_masterchief\armor\major
0x00002D80,0x2D80 objects\characters\masterchief\mp_masterchief\armor\mantis
0x00002D81,0x2D81 objects\characters\masterchief\mp_masterchief\armor\mantis
0x00002D82,0x2D82 objects\characters\masterchief\mp_masterchief\armor\mercenary
0x00002D83,0x2D83 objects\characters\masterchief\mp_masterchief\armor\mercenary
0x00002D84,0x2D84 objects\characters\masterchief\mp_masterchief\armor\mirmillion
0x00002D85,0x2D85 objects\characters\masterchief\mp_masterchief\armor\mirmillion
0x00002D86,0x2D86 objects\characters\masterchief\mp_masterchief\armor\mongoose
0x00002D87,0x2D87 objects\characters\masterchief\mp_masterchief\armor\mongoose
0x00002D88,0x2D88 objects\characters\masterchief\mp_masterchief\armor\navigator
0x00002D89,0x2D89 objects\characters\masterchief\mp_masterchief\armor\navigator
0x00002D8A,0x2D8A objects\characters\masterchief\mp_masterchief\armor\nihard
0x00002D8B,0x2D8B objects\characters\masterchief\mp_masterchief\armor\nihard
0x00002D8C,0x2D8C
0x00002D8D,0x2D8D
0x00002D8E,0x2D8E objects\characters\masterchief\mp_masterchief\armor\ninja
0x00002D8F,0x2D8F objects\characters\masterchief\mp_masterchief\armor\ninja
0x00002D90,0x2D90 objects\characters\masterchief\mp_masterchief\armor\omni
0x00002D91,0x2D91 objects\characters\masterchief\mp_masterchief\armor\omni
0x00002D92,0x2D92 objects\characters\masterchief\mp_masterchief\armor\optimus
0x00002D93,0x2D93 objects\characters\masterchief\mp_masterchief\armor\optimus
0x00002D94,0x2D94 objects\characters\masterchief\mp_masterchief\armor\oracle
0x00002D95,0x2D95 objects\characters\masterchief\mp_masterchief\armor\oracle
0x00002D96,0x2D96 objects\characters\masterchief\mp_masterchief\armor\orbital
0x00002D97,0x2D97 objects\characters\masterchief\mp_masterchief\armor\orbital
0x00002D98,0x2D98 objects\characters\masterchief\mp_masterchief\armor\paladin
0x00002D99,0x2D99 objects\characters\masterchief\mp_masterchief\armor\paladin
0x00002D9A,0x2D9A objects\characters\masterchief\mp_masterchief\armor\panther
0x00002D9B,0x2D9B objects\characters\masterchief\mp_masterchief\armor\panther
0x00002D9C,0x2D9C objects\characters\masterchief\mp_masterchief\armor\pharaoh
0x00002D9D,0x2D9D objects\characters\masterchief\mp_masterchief\armor\pharaoh
0x00002D9E,0x2D9E objects\characters\masterchief\mp_masterchief\armor\pilot
0x00002D9F,0x2D9F objects\characters\masterchief\mp_masterchief\armor\pilot
0x00002DA0,0x2DA0 objects\characters\masterchief\mp_masterchief\armor\poncho
0x00002DA1,0x2DA1 objects\characters\masterchief\mp_masterchief\armor\poncho
0x00002DA2,0x2DA2 objects\characters\masterchief\mp_masterchief\armor\prophet
0x00002DA3,0x2DA3 objects\characters\masterchief\mp_masterchief\armor\prophet
0x00002DA4,0x2DA4 objects\characters\masterchief\mp_masterchief\armor\pulse
0x00002DA5,0x2DA5 objects\characters\masterchief\mp_masterchief\armor\pulse
0x00002DA6,0x2DA6 objects\characters\masterchief\mp_masterchief\armor\ranger
0x00002DA7,0x2DA7 objects\characters\masterchief\mp_masterchief\armor\ranger
0x00002DA8,0x2DA8 objects\characters\masterchief\mp_masterchief\armor\razor
0x00002DA9,0x2DA9 objects\characters\masterchief\mp_masterchief\armor\razor
0x00002DAA,0x2DAA objects\characters\masterchief\mp_masterchief\armor\recon
0x00002DAB,0x2DAB objects\characters\masterchief\mp_masterchief\armor\recon
0x00002DAC,0x2DAC objects\characters\masterchief\mp_masterchief\armor\renegade
0x00002DAD,0x2DAD objects\characters\masterchief\mp_masterchief\armor\renegade
0x00002DAE,0x2DAE objects\characters\masterchief\mp_masterchief\armor\rhino
0x00002DAF,0x2DAF objects\characters\masterchief\mp_masterchief\armor\rhino
0x00002DB0,0x2DB0 objects\characters\masterchief\mp_masterchief\armor\rogue
0x00002DB1,0x2DB1 objects\characters\masterchief\mp_masterchief\armor\rogue
0x00002DB2,0x2DB2 objects\characters\masterchief\mp_masterchief\armor\rookie
0x00002DB3,0x2DB3 objects\characters\masterchief\mp_masterchief\armor\rookie
0x00002DB4,0x2DB4 objects\characters\masterchief\mp_masterchief\armor\scanner
0x00002DB5,0x2DB5 objects\characters\masterchief\mp_masterchief\armor\scanner
0x00002DB6,0x2DB6 objects\characters\masterchief\mp_masterchief\armor\scout
0x00002DB7,0x2DB7 objects\characters\masterchief\mp_masterchief\armor\scout
0x00002DB8,0x2DB8 objects\characters\masterchief\mp_masterchief\armor\shark
0x00002DB9,0x2DB9 objects\characters\masterchief\mp_masterchief\armor\shark
0x00002DBA,0x2DBA objects\characters\masterchief\mp_masterchief\armor\silencer
0x00002DBB,0x2DBB objects\characters\masterchief\mp_masterchief\armor\silencer
0x00002DBC,0x2DBC objects\characters\masterchief\mp_masterchief\armor\silverback
0x00002DBD,0x2DBD objects\characters\masterchief\mp_masterchief\armor\silverback
0x00002DBE,0x2DBE objects\characters\masterchief\mp_masterchief\armor\solar
0x00002DBF,0x2DBF objects\characters\masterchief\mp_masterchief\armor\solar
0x00002DC0,0x2DC0 objects\characters\masterchief\mp_masterchief\armor\spectrum
0x00002DC1,0x2DC1 objects\characters\masterchief\mp_masterchief\armor\spectrum
0x00002DC2,0x2DC2 objects\characters\masterchief\mp_masterchief\armor\stealth
0x00002DC3,0x2DC3 objects\characters\masterchief\mp_masterchief\armor\stealth
0x00002DC4,0x2DC4 objects\characters\masterchief\mp_masterchief\armor\strider
0x00002DC5,0x2DC5 objects\characters\masterchief\mp_masterchief\armor\strider
0x00002DC6,0x2DC6 objects\characters\masterchief\mp_masterchief\armor\swat
0x00002DC7,0x2DC7 objects\characters\masterchief\mp_masterchief\armor\swat
0x00002DC8,0x2DC8 objects\characters\masterchief\mp_masterchief\armor\tanker
0x00002DC9,0x2DC9 objects\characters\masterchief\mp_masterchief\armor\tanker
0x00002DCA,0x2DCA objects\characters\masterchief\mp_masterchief\armor\triage
0x00002DCB,0x2DCB objects\characters\masterchief\mp_masterchief\armor\triage
0x00002DCC,0x2DCC objects\characters\masterchief\mp_masterchief\armor\utility
0x00002DCD,0x2DCD objects\characters\masterchief\mp_masterchief\armor\utility
0x00002DCE,0x2DCE objects\characters\masterchief\mp_masterchief\armor\vortex
0x00002DCF,0x2DCF objects\characters\masterchief\mp_masterchief\armor\vortex
0x00002DD0,0x2DD0 objects\characters\masterchief\mp_masterchief\armor\warrior
0x00002DD1,0x2DD1 objects\characters\masterchief\mp_masterchief\armor\warrior
0x00002DD2,0x2DD2 objects\characters\masterchief\mp_masterchief\armor\wasp
0x00002DD3,0x2DD3 objects\characters\masterchief\mp_masterchief\armor\wasp
0x00002DD4,0x2DD4 objects\characters\masterchief\mp_masterchief\armor\widow_maker
0x00002DD5,0x2DD5 objects\characters\masterchief\mp_masterchief\armor\widow_maker
0x00002DD6,0x2DD6 levels\ui\mainmenu\mainmenu_mainmenu_cubemaps
0x00002DD7,0x2DD7
0x00002DD8,0x2DD8
0x00002DD9,0x2DD9
0x00002DDA,0x2DDA
0x00002DDB,0x2DDB
0x00002DDC,0x2DDC
0x00002DDD,0x2DDD
0x00002DDE,0x2DDE
0x00002DDF,0x2DDF
0x00002DE0,0x2DE0
0x00002DE1,0x2DE1
0x00002DE2,0x2DE2
0x00002DE3,0x2DE3
0x00002DE4,0x2DE4
0x00002DE5,0x2DE5
0x00002DE6,0x2DE6
0x00002DE7,0x2DE7
0x00002DE8,0x2DE8
0x00002DE9,0x2DE9
0x00002DEA,0x2DEA
0x00002DEB,0x2DEB
0x00002DEC,0x2DEC
0x00002DED,0x2DED
0x00002DEE,0x2DEE
0x00002DEF,0x2DEF
0x00002DF0,0x2DF0
0x00002DF1,0x2DF1
0x00002DF2,0x2DF2
0x00002DF3,0x2DF3
0x00002DF4,0x2DF4
0x00002DF5,0x2DF5
0x00002DF6,0x2DF6
0x00002DF7,0x2DF7
0x00002DF8,0x2DF8
0x00002DF9,0x2DF9
0x00002DFA,0x2DFA
0x00002DFB,0x2DFB
0x00002DFC,0x2DFC
0x00002DFD,0x2DFD
0x00002DFE,0x2DFE
0x00002DFF,0x2DFF
0x00002E00,0x2E00
0x00002E01,0x2E01
0x00002E02,0x2E02
0x00002E03,0x2E03
0x00002E04,0x2E04
0x00002E05,0x2E05
0x00002E06,0x2E06
0x00002E07,0x2E07
0x00002E08,0x2E08
0x00002E09,0x2E09
0x00002E0A,0x2E0A
0x00002E0B,0x2E0B
0x00002E0C,0x2E0C
0x00002E0D,0x2E0D
0x00002E0E,0x2E0E
0x00002E0F,0x2E0F
0x00002E10,0x2E10
0x00002E11,0x2E11
0x00002E12,0x2E12
0x00002E13,0x2E13
0x00002E14,0x2E14
0x00002E15,0x2E15
0x00002E16,0x2E16
0x00002E17,0x2E17
0x00002E18,0x2E18
0x00002E19,0x2E19
0x00002E1A,0x2E1A
0x00002E1B,0x2E1B
0x00002E1C,0x2E1C
0x00002E1D,0x2E1D
0x00002E1E,0x2E1E
0x00002E1F,0x2E1F
0x00002E20,0x2E20
0x00002E21,0x2E21
0x00002E22,0x2E22
0x00002E23,0x2E23
0x00002E24,0x2E24
0x00002E25,0x2E25
0x00002E26,0x2E26
0x00002E27,0x2E27
0x00002E28,0x2E28
0x00002E29,0x2E29
0x00002E2A,0x2E2A
0x00002E2B,0x2E2B
0x00002E2C,0x2E2C
0x00002E2D,0x2E2D
0x00002E2E,0x2E2E
0x00002E2F,0x2E2F
0x00002E30,0x2E30
0x00002E31,0x2E31
0x00002E32,0x2E32
0x00002E33,0x2E33
0x00002E34,0x2E34
0x00002E35,0x2E35
0x00002E36,0x2E36
0x00002E37,0x2E37
0x00002E38,0x2E38
0x00002E39,0x2E39
0x00002E3A,0x2E3A
0x00002E3B,0x2E3B
0x00002E3C,0x2E3C
0x00002E3D,0x2E3D
0x00002E3E,0x2E3E
0x00002E3F,0x2E3F
0x00002E40,0x2E40
0x00002E41,0x2E41
0x00002E42,0x2E42
0x00002E43,0x2E43
0x00002E44,0x2E44
0x00002E45,0x2E45
0x00002E46,0x2E46
0x00002E47,0x2E47
0x00002E48,0x2E48
0x00002E49,0x2E49
0x00002E4A,0x2E4A
0x00002E4B,0x2E4B
0x00002E4C,0x2E4C
0x00002E4D,0x2E4D
0x00002E4E,0x2E4E
0x00002E4F,0x2E4F
0x00002E50,0x2E50
0x00002E51,0x2E51
0x00002E52,0x2E52
0x00002E53,0x2E53
0x00002E54,0x2E54
0x00002E55,0x2E55
0x00002E56,0x2E56
0x00002E57,0x2E57
0x00002E58,0x2E58
0x00002E59,0x2E59
0x00002E5A,0x2E5A
0x00002E5B,0x2E5B
0x00002E5C,0x2E5C
0x00002E5D,0x2E5D
0x00002E5E,0x2E5E
0x00002E5F,0x2E5F
0x00002E60,0x2E60
0x00002E61,0x2E61
0x00002E62,0x2E62
0x00002E63,0x2E63
0x00002E64,0x2E64
0x00002E65,0x2E65
0x00002E66,0x2E66
0x00002E67,0x2E67
0x00002E68,0x2E68
0x00002E69,0x2E69
0x00002E6A,0x2E6A
0x00002E6B,0x2E6B
0x00002E6C,0x2E6C
0x00002E6D,0x2E6D
0x00002E6E,0x2E6E
0x00002E6F,0x2E6F
0x00002E70,0x2E70
0x00002E71,0x2E71
0x00002E72,0x2E72
0x00002E73,0x2E73
0x00002E74,0x2E74
0x00002E75,0x2E75
0x00002E76,0x2E76
0x00002E77,0x2E77
0x00002E78,0x2E78
0x00002E79,0x2E79
0x00002E7A,0x2E7A
0x00002E7B,0x2E7B
0x00002E7C,0x2E7C
0x00002E7D,0x2E7D
0x00002E7E,0x2E7E
0x00002E7F,0x2E7F
0x00002E80,0x2E80
0x00002E81,0x2E81
0x00002E82,0x2E82
0x00002E83,0x2E83
0x00002E84,0x2E84
0x00002E85,0x2E85
0x00002E86,0x2E86
0x00002E87,0x2E87
0x00002E88,0x2E88
0x00002E89,0x2E89
0x00002E8A,0x2E8A
0x00002E8B,0x2E8B
0x00002E8C,0x2E8C
0x00002E8D,0x2E8D
0x00002E8E,0x2E8E
0x00002E8F,0x2E8F
0x00002E90,0x2E90
0x00002E91,0x2E91
0x00002E92,0x2E92
0x00002E93,0x2E93
0x00002E94,0x2E94
0x00002E95,0x2E95
0x00002E96,0x2E96
0x00002E97,0x2E97
0x00002E98,0x2E98
0x00002E99,0x2E99
0x00002E9A,0x2E9A
0x00002E9B,0x2E9B
0x00002E9C,0x2E9C
0x00002E9D,0x2E9D
0x00002E9E,0x2E9E
0x00002E9F,0x2E9F
0x00002EA0,0x2EA0
0x00002EA1,0x2EA1
0x00002EA2,0x2EA2
0x00002EA3,0x2EA3
0x00002EA4,0x2EA4
0x00002EA5,0x2EA5
0x00002EA6,0x2EA6
0x00002EA7,0x2EA7
0x00002EA8,0x2EA8
0x00002EA9,0x2EA9
0x00002EAA,0x2EAA
0x00002EAB,0x2EAB
0x00002EAC,0x2EAC
0x00002EAD,0x2EAD
0x00002EAE,0x2EAE
0x00002EAF,0x2EAF
0x00002EB0,0x2EB0
0x00002EB1,0x2EB1
0x00002EB2,0x2EB2
0x00002EB3,0x2EB3
0x00002EB4,0x2EB4
0x00002EB5,0x2EB5
0x00002EB6,0x2EB6
0x00002EB7,0x2EB7
0x00002EB8,0x2EB8
0x00002EB9,0x2EB9
0x00002EBA,0x2EBA
0x00002EBB,0x2EBB
0x00002EBC,0x2EBC
0x00002EBD,0x2EBD
0x00002EBE,0x2EBE
0x00002EBF,0x2EBF
0x00002EC0,0x2EC0
0x00002EC1,0x2EC1
0x00002EC2,0x2EC2
0x00002EC3,0x2EC3
0x00002EC4,0x2EC4 levels\atlas\c100\c100
0x00002EC5,0x2EC5 levels\atlas\c200\c200
0x00002EC6,0x2EC6 levels\atlas\h100\h100
0x00002EC7,0x2EC7 levels\atlas\l200\l200
0x00002EC8,0x2EC8 levels\atlas\l300\l300
0x00002EC9,0x2EC9 levels\atlas\sc100\sc100
0x00002ECA,0x2ECA levels\atlas\sc110\sc110
0x00002ECB,0x2ECB levels\atlas\sc120\sc120
0x00002ECC,0x2ECC levels\atlas\sc130\sc130
0x00002ECD,0x2ECD levels\atlas\sc140\sc140
0x00002ECE,0x2ECE levels\atlas\sc150\sc150
0x00002ECF,0x2ECF levels\ui\mainmenu\mainmenu
0x00002ED0,0x2ED0 levels\dlc\bunkerworld\bunkerworld
0x00002ED1,0x2ED1 levels\dlc\bunkerworld\bunkerworld
0x00002ED2,0x2ED2 levels\dlc\bunkerworld\bunkerworld_design
0x00002ED3,0x2ED3 levels\dlc\bunkerworld\bunkerworld_bunkerworld_cubemaps
0x00002ED4,0x2ED4
0x00002ED5,0x2ED5 sky
0x00002ED6,0x2ED6 mp_spawn_point
0x00002ED7,0x2ED7 mp_spawn_point
0x00002ED8,0x2ED8 mp_area_emitter
0x00002ED9,0x2ED9 mp_spawn_point
0x00002EDA,0x2EDA mp_area_emitter
0x00002EDB,0x2EDB mp_area_emitter
0x00002EDC,0x2EDC mp_area_emitter
0x00002EDD,0x2EDD mp_spawn_point
0x00002EDE,0x2EDE mp_area_emitter
0x00002EDF,0x2EDF mp_spawn_point
0x00002EE0,0x2EE0 mp_spawn_point
0x00002EE1,0x2EE1 mp_spawn_point
0x00002EE2,0x2EE2 mp_spawn_point
0x00002EE3,0x2EE3 mp_area_emitter
0x00002EE4,0x2EE4 mp_spawn_point
0x00002EE5,0x2EE5 sandbag_wall_turret
0x00002EE6,0x2EE6 dish
0x00002EE7,0x2EE7 monitor_sm
0x00002EE8,0x2EE8 mp_spawn_point
0x00002EE9,0x2EE9 door_sign
0x00002EEA,0x2EEA sandbag_wall_45corner
0x00002EEB,0x2EEB dish_lod
0x00002EEC,0x2EEC tech_control_thin_simple
0x00002EED,0x2EED dam_fusebox_guard
0x00002EEE,0x2EEE dam_fusebox
0x00002EEF,0x2EEF machinegun_turret_vehicle
0x00002EF0,0x2EF0 objects\equipment\gravlift_equipment\gravlift_equipment
0x00002EF1,0x2EF1 objects\multi\powerups\powerup_blue\powerup_blue
0x00002EF2,0x2EF2 objects\multi\powerups\powerup_red\powerup_red
0x00002EF3,0x2EF3 objects\multi\powerups\powerup_yellow\powerup_yellow
0x00002EF4,0x2EF4 tunnel_door
0x00002EF5,0x2EF5 shutter_doors
0x00002EF6,0x2EF6 button
0x00002EF7,0x2EF7 door_sign
0x00002EF8,0x2EF8 shutter_doors_blue_base
0x00002EF9,0x2EF9 switch_monitor
0x00002EFA,0x2EFA button_control
0x00002EFB,0x2EFB invisible_switch
0x00002EFC,0x2EFC
0x00002EFD,0x2EFD
0x00002EFE,0x2EFE
0x00002EFF,0x2EFF
0x00002F00,0x2F00
0x00002F01,0x2F01
0x00002F02,0x2F02 null_up
0x00002F03,0x2F03 null_up
0x00002F04,0x2F04 null_up
0x00002F05,0x2F05 null_up
0x00002F06,0x2F06 fusion_coil
0x00002F07,0x2F07 crate_packing_giant
0x00002F08,0x2F08 h_barrel_rusty
0x00002F09,0x2F09 h_barrel_rusty_small
0x00002F0A,0x2F0A crate_packing
0x00002F0B,0x2F0B camping_stool_mp
0x00002F0C,0x2F0C antennae_mast
0x00002F0D,0x2F0D fencebox
0x00002F0E,0x2F0E drum_12gal
0x00002F0F,0x2F0F drum_55gal
0x00002F10,0x2F10 generator
0x00002F11,0x2F11 hu_mil_radio_big
0x00002F12,0x2F12 pallet_large
0x00002F13,0x2F13 sawhorse
0x00002F14,0x2F14 street_cone
0x00002F15,0x2F15 jersey_barrier
0x00002F16,0x2F16 jersey_barrier_short
0x00002F17,0x2F17 barricade_large
